diseaseName,country,state,lga,year,epiWeek,suspectedCases,confirmedCases,deaths,rainfall,temperature,humidity
Mpox,Nigeria,Kano,Kano LGA2,2025,5,52,10,0,6.1,29.0,80.4
Mpox,Nigeria,Oyo,Oyo LGA2,2025,5,52,10,0,153.9,28.0,44.2
Mpox,Nigeria,Enugu,Enugu LGA1,2025,5,52,10,0,135.2,36.6,71.5
AFP,Nigeria,Oyo,Oyo LGA1,2025,5,107,0,0,133.8,34.8,88.5
AFP,Nigeria,Rivers,Rivers LGA2,2025,5,107,0,0,93.3,34.6,21.5
AFP,Nigeria,FCT,FCT LGA1,2025,5,107,0,0,85.2,31.6,86.3
COVID-19,Nigeria,Enugu,Enugu LGA1,2025,5,71,6,0,62.4,29.5,69.4
COVID-19,Nigeria,Enugu,Enugu LGA1,2025,5,71,6,0,76.7,34.5,42.4
COVID-19,Nigeria,Lagos,Lagos LGA2,2025,5,71,6,0,6.0,24.5,48.9
Diphtheria,Nigeria,Ogun,Ogun LGA1,2025,5,148,107,1,96.8,37.7,65.3
Diphtheria,Nigeria,Kaduna,Kaduna LGA2,2025,5,148,107,1,84.5,37.8,31.9
Diphtheria,Nigeria,Enugu,Enugu LGA2,2025,5,148,107,1,13.0,32.3,46.1
Lassa Fever,Nigeria,FCT,FCT LGA2,2025,6,363,54,10,25.3,31.5,88.8
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2025,6,363,54,10,80.4,32.6,59.0
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2025,6,363,54,10,164.8,24.4,31.6
CSM,Nigeria,Kaduna,Kaduna LGA2,2025,6,31,6,4,147.4,37.2,47.4
CSM,Nigeria,Kaduna,Kaduna LGA1,2025,6,31,6,4,15.0,35.8,44.4
CSM,Nigeria,Ogun,Ogun LGA2,2025,6,31,6,4,24.8,26.6,65.8
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2025,6,42,0,0,163.9,25.3,63.8
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2025,6,42,0,0,166.7,32.7,86.7
Yellow Fever,Nigeria,FCT,FCT LGA1,2025,6,42,0,0,144.6,25.1,39.8
Cholera,Nigeria,Ogun,Ogun LGA2,2025,6,72,0,3,214.0,28.9,78.8
Cholera,Nigeria,Kano,Kano LGA1,2025,6,72,0,3,240.2,28.4,88.9
Cholera,Nigeria,Ogun,Ogun LGA1,2025,6,72,0,3,173.2,27.2,88.4
Measles,Nigeria,FCT,FCT LGA2,2025,6,293,60,0,108.8,29.2,77.7
Measles,Nigeria,Ogun,Ogun LGA1,2025,6,293,60,0,172.7,37.4,30.7
Measles,Nigeria,Enugu,Enugu LGA2,2025,6,293,60,0,35.6,30.8,44.6
Mpox,Nigeria,Kano,Kano LGA1,2025,6,64,25,1,158.6,31.4,38.6
Mpox,Nigeria,Rivers,Rivers LGA1,2025,6,64,25,1,162.0,28.8,23.8
Mpox,Nigeria,Enugu,Enugu LGA2,2025,6,64,25,1,47.3,28.6,68.1
AFP,Nigeria,Rivers,Rivers LGA1,2025,6,138,0,0,24.2,28.8,40.7
AFP,Nigeria,Kaduna,Kaduna LGA2,2025,6,138,0,0,83.9,31.4,47.2
AFP,Nigeria,Kaduna,Kaduna LGA1,2025,6,138,0,0,66.6,24.1,27.3
COVID-19,Nigeria,Kaduna,Kaduna LGA2,2025,6,51,0,0,52.6,31.6,80.2
COVID-19,Nigeria,Oyo,Oyo LGA2,2025,6,51,0,0,132.2,28.5,75.3
COVID-19,Nigeria,Lagos,Lagos LGA1,2025,6,51,0,0,147.4,38.0,23.9
Diphtheria,Nigeria,Oyo,Oyo LGA1,2025,6,127,98,0,158.7,29.2,68.2
Diphtheria,Nigeria,Kano,Kano LGA2,2025,6,127,98,0,31.3,37.8,37.5
Diphtheria,Nigeria,Lagos,Lagos LGA2,2025,6,127,98,0,72.0,31.7,34.8
Lassa Fever,Nigeria,Kano,Kano LGA2,2025,7,267,38,9,40.6,27.4,61.5
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2025,7,267,38,9,149.3,24.6,68.4
Lassa Fever,Nigeria,Kano,Kano LGA1,2025,7,267,38,9,158.9,37.2,23.9
CSM,Nigeria,Lagos,Lagos LGA2,2025,7,26,2,1,93.6,34.3,33.8
CSM,Nigeria,FCT,FCT LGA1,2025,7,26,2,1,70.7,37.9,85.0
CSM,Nigeria,Kaduna,Kaduna LGA2,2025,7,26,2,1,156.8,29.0,56.9
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2025,7,23,0,0,76.7,35.7,57.0
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2025,7,23,0,0,87.6,36.1,52.8
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2025,7,23,0,0,104.7,31.2,31.2
Cholera,Nigeria,Oyo,Oyo LGA2,2025,7,53,3,5,152.6,29.3,75.2
Cholera,Nigeria,Lagos,Lagos LGA2,2025,7,53,3,5,245.4,27.5,89.2
Cholera,Nigeria,FCT,FCT LGA1,2025,7,53,3,5,185.8,30.0,77.2
Measles,Nigeria,Rivers,Rivers LGA1,2025,7,248,36,0,133.2,38.0,49.1
Measles,Nigeria,Kaduna,Kaduna LGA2,2025,7,248,36,0,70.9,32.8,20.2
Measles,Nigeria,Enugu,Enugu LGA1,2025,7,248,36,0,9.5,28.3,77.1
Mpox,Nigeria,Lagos,Lagos LGA2,2025,7,42,6,1,88.9,26.8,50.5
Mpox,Nigeria,Enugu,Enugu LGA2,2025,7,42,6,1,67.7,33.1,30.1
Mpox,Nigeria,Oyo,Oyo LGA1,2025,7,42,6,1,172.2,32.1,60.7
AFP,Nigeria,Rivers,Rivers LGA2,2025,7,132,0,0,79.7,31.5,21.4
AFP,Nigeria,Kaduna,Kaduna LGA1,2025,7,132,0,0,8.1,28.1,24.8
AFP,Nigeria,Oyo,Oyo LGA1,2025,7,132,0,0,58.9,35.7,45.7
COVID-19,Nigeria,Oyo,Oyo LGA1,2025,7,67,1,0,57.2,35.1,27.3
COVID-19,Nigeria,Rivers,Rivers LGA2,2025,7,67,1,0,83.4,35.9,76.2
COVID-19,Nigeria,Enugu,Enugu LGA1,2025,7,67,1,0,132.9,34.6,31.3
Diphtheria,Nigeria,Oyo,Oyo LGA1,2025,7,128,112,6,158.1,31.8,20.3
Diphtheria,Nigeria,Kaduna,Kaduna LGA2,2025,7,128,112,6,139.7,29.4,86.2
Diphtheria,Nigeria,Oyo,Oyo LGA1,2025,7,128,112,6,87.7,26.1,61.6
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2025,8,314,54,6,131.7,35.3,74.4
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2025,8,314,54,6,114.8,35.0,61.9
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2025,8,314,54,6,83.9,35.8,82.8
CSM,Nigeria,Oyo,Oyo LGA1,2025,8,2,0,0,20.7,27.3,54.3
CSM,Nigeria,Kano,Kano LGA2,2025,8,2,0,0,180.0,25.3,56.7
CSM,Nigeria,FCT,FCT LGA1,2025,8,2,0,0,131.9,37.6,55.0
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2025,8,3,0,0,76.3,34.3,79.7
Yellow Fever,Nigeria,Kano,Kano LGA2,2025,8,3,0,0,96.8,24.9,63.6
Yellow Fever,Nigeria,Enugu,Enugu LGA1,2025,8,3,0,0,127.2,30.8,75.7
Cholera,Nigeria,Ogun,Ogun LGA2,2025,8,18,0,4,128.2,27.9,84.8
Cholera,Nigeria,Oyo,Oyo LGA1,2025,8,18,0,4,136.0,30.9,78.6
Cholera,Nigeria,Kano,Kano LGA1,2025,8,18,0,4,186.6,29.5,88.0
Measles,Nigeria,Ogun,Ogun LGA2,2025,8,76,2,0,73.5,34.4,39.7
Measles,Nigeria,FCT,FCT LGA1,2025,8,76,2,0,127.1,32.0,70.5
Measles,Nigeria,FCT,FCT LGA2,2025,8,76,2,0,169.3,24.2,21.0
Mpox,Nigeria,Enugu,Enugu LGA2,2025,8,47,7,0,106.9,24.5,66.5
Mpox,Nigeria,Oyo,Oyo LGA1,2025,8,47,7,0,98.8,25.6,80.3
Mpox,Nigeria,Kaduna,Kaduna LGA2,2025,8,47,7,0,158.4,35.4,54.1
AFP,Nigeria,Ogun,Ogun LGA2,2025,8,67,0,0,108.8,31.0,50.8
AFP,Nigeria,Enugu,Enugu LGA1,2025,8,67,0,0,24.6,34.8,75.3
AFP,Nigeria,Rivers,Rivers LGA1,2025,8,67,0,0,165.9,28.5,69.5
COVID-19,Nigeria,Kaduna,Kaduna LGA1,2025,8,42,0,0,143.1,27.7,50.2
COVID-19,Nigeria,Rivers,Rivers LGA1,2025,8,42,0,0,39.0,24.6,57.0
COVID-19,Nigeria,FCT,FCT LGA1,2025,8,42,0,0,17.9,36.0,71.9
Diphtheria,Nigeria,FCT,FCT LGA2,2025,8,111,96,9,135.1,24.2,34.7
Diphtheria,Nigeria,Oyo,Oyo LGA1,2025,8,111,96,9,24.7,27.4,41.1
Diphtheria,Nigeria,Enugu,Enugu LGA2,2025,8,111,96,9,134.5,28.5,78.9
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2025,10,232,28,3,67.5,32.3,87.2
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2025,10,232,28,3,62.8,30.8,87.3
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2025,10,232,28,3,97.4,32.5,38.5
CSM,Nigeria,Enugu,Enugu LGA1,2025,10,309,11,36,86.5,24.7,77.4
CSM,Nigeria,Rivers,Rivers LGA1,2025,10,309,11,36,155.8,33.0,80.7
CSM,Nigeria,Ogun,Ogun LGA2,2025,10,309,11,36,65.1,36.5,73.7
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2025,10,19,0,0,117.6,33.1,30.0
Yellow Fever,Nigeria,Kano,Kano LGA1,2025,10,19,0,0,35.4,28.7,60.8
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2025,10,19,0,0,109.5,30.1,32.3
Cholera,Nigeria,Kaduna,Kaduna LGA1,2025,10,21,2,0,187.0,29.9,91.4
Cholera,Nigeria,FCT,FCT LGA1,2025,10,21,2,0,142.5,28.7,87.3
Cholera,Nigeria,FCT,FCT LGA1,2025,10,21,2,0,174.6,27.2,89.4
Measles,Nigeria,Enugu,Enugu LGA2,2025,10,285,50,0,169.3,32.3,77.4
Measles,Nigeria,Ogun,Ogun LGA2,2025,10,285,50,0,17.4,37.8,55.9
Measles,Nigeria,Oyo,Oyo LGA1,2025,10,285,50,0,60.2,28.2,53.0
Mpox,Nigeria,Oyo,Oyo LGA1,2025,10,48,9,0,47.2,29.8,38.9
Mpox,Nigeria,FCT,FCT LGA2,2025,10,48,9,0,102.5,35.5,56.7
Mpox,Nigeria,Ogun,Ogun LGA2,2025,10,48,9,0,123.1,36.1,81.0
AFP,Nigeria,Ogun,Ogun LGA1,2025,10,166,0,0,114.0,31.7,58.5
AFP,Nigeria,Kaduna,Kaduna LGA2,2025,10,166,0,0,72.6,34.1,82.2
AFP,Nigeria,Ogun,Ogun LGA1,2025,10,166,0,0,92.8,34.1,64.1
COVID-19,Nigeria,FCT,FCT LGA2,2025,10,46,1,0,73.3,34.9,65.7
COVID-19,Nigeria,Enugu,Enugu LGA2,2025,10,46,1,0,35.4,31.4,86.7
COVID-19,Nigeria,Enugu,Enugu LGA2,2025,10,46,1,0,25.2,29.8,28.9
Diphtheria,Nigeria,Kaduna,Kaduna LGA1,2025,10,108,54,6,25.0,28.0,79.9
Diphtheria,Nigeria,FCT,FCT LGA1,2025,10,108,54,6,163.5,30.6,88.9
Diphtheria,Nigeria,Kano,Kano LGA1,2025,10,108,54,6,161.6,24.8,62.1
Lassa Fever,Nigeria,FCT,FCT LGA1,2025,11,262,40,10,90.6,28.5,80.9
Lassa Fever,Nigeria,Kano,Kano LGA2,2025,11,262,40,10,102.0,28.9,64.7
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2025,11,262,40,10,80.6,26.1,67.8
CSM,Nigeria,Ogun,Ogun LGA1,2025,11,571,37,43,77.2,33.6,45.8
CSM,Nigeria,Kaduna,Kaduna LGA1,2025,11,571,37,43,123.0,26.5,34.5
CSM,Nigeria,Rivers,Rivers LGA2,2025,11,571,37,43,171.3,32.1,83.2
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2025,11,3,0,0,110.0,30.2,89.8
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2025,11,3,0,0,171.8,27.5,31.7
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2025,11,3,0,0,23.5,38.0,85.4
Cholera,Nigeria,Ogun,Ogun LGA2,2025,11,21,2,0,198.7,29.8,81.2
Cholera,Nigeria,Kaduna,Kaduna LGA2,2025,11,21,2,0,133.1,28.3,80.8
Cholera,Nigeria,Enugu,Enugu LGA2,2025,11,21,2,0,222.2,28.4,87.3
Measles,Nigeria,Ogun,Ogun LGA2,2025,11,222,26,0,76.8,29.2,33.8
Measles,Nigeria,Ogun,Ogun LGA2,2025,11,222,26,0,40.7,25.3,64.7
Measles,Nigeria,Kano,Kano LGA1,2025,11,222,26,0,81.7,32.0,68.2
Mpox,Nigeria,Kaduna,Kaduna LGA1,2025,11,53,10,0,89.3,37.4,81.4
Mpox,Nigeria,Rivers,Rivers LGA2,2025,11,53,10,0,60.0,31.8,73.8
Mpox,Nigeria,Oyo,Oyo LGA1,2025,11,53,10,0,29.9,35.2,68.5
AFP,Nigeria,FCT,FCT LGA1,2025,11,131,0,0,143.0,34.6,86.4
AFP,Nigeria,Ogun,Ogun LGA2,2025,11,131,0,0,89.9,30.7,43.7
AFP,Nigeria,Kano,Kano LGA1,2025,11,131,0,0,76.5,36.1,48.6
COVID-19,Nigeria,Enugu,Enugu LGA2,2025,11,56,2,0,45.8,26.3,28.3
COVID-19,Nigeria,Ogun,Ogun LGA2,2025,11,56,2,0,57.4,37.1,37.4
COVID-19,Nigeria,Kaduna,Kaduna LGA2,2025,11,56,2,0,166.0,32.7,34.9
Diphtheria,Nigeria,Enugu,Enugu LGA2,2025,11,33,7,2,45.9,24.5,35.4
Diphtheria,Nigeria,Rivers,Rivers LGA1,2025,11,33,7,2,140.2,24.6,84.5
Diphtheria,Nigeria,Lagos,Lagos LGA2,2025,11,33,7,2,72.6,34.8,86.6
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2025,12,242,41,6,179.3,31.3,33.6
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2025,12,242,41,6,51.1,34.9,61.4
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2025,12,242,41,6,86.4,31.9,77.8
CSM,Nigeria,Lagos,Lagos LGA1,2025,12,535,38,31,154.3,25.4,43.4
CSM,Nigeria,FCT,FCT LGA2,2025,12,535,38,31,119.2,30.9,43.0
CSM,Nigeria,Kaduna,Kaduna LGA1,2025,12,535,38,31,83.9,29.4,33.1
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2025,12,44,0,0,75.3,28.5,36.5
Yellow Fever,Nigeria,Kano,Kano LGA2,2025,12,44,0,0,67.1,27.1,83.8
Yellow Fever,Nigeria,FCT,FCT LGA2,2025,12,44,0,0,15.8,27.3,50.9
Cholera,Nigeria,Lagos,Lagos LGA1,2025,12,19,0,0,194.4,30.8,89.7
Cholera,Nigeria,Enugu,Enugu LGA2,2025,12,19,0,0,190.6,30.0,79.4
Cholera,Nigeria,Kaduna,Kaduna LGA2,2025,12,19,0,0,222.8,30.5,79.0
Measles,Nigeria,Oyo,Oyo LGA1,2025,12,78,11,0,93.7,26.2,66.1
Measles,Nigeria,Oyo,Oyo LGA1,2025,12,78,11,0,104.1,29.8,68.9
Measles,Nigeria,Ogun,Ogun LGA2,2025,12,78,11,0,167.5,33.5,27.7
Mpox,Nigeria,FCT,FCT LGA2,2025,12,39,7,0,102.0,24.1,31.9
Mpox,Nigeria,FCT,FCT LGA2,2025,12,39,7,0,58.1,24.9,39.4
Mpox,Nigeria,Enugu,Enugu LGA1,2025,12,39,7,0,153.6,29.4,26.1
AFP,Nigeria,Kaduna,Kaduna LGA2,2025,12,107,0,0,116.5,36.2,85.1
AFP,Nigeria,Lagos,Lagos LGA2,2025,12,107,0,0,30.6,31.6,61.5
AFP,Nigeria,Rivers,Rivers LGA1,2025,12,107,0,0,68.3,32.3,25.8
COVID-19,Nigeria,Enugu,Enugu LGA1,2025,12,62,2,0,13.8,34.2,67.6
COVID-19,Nigeria,Rivers,Rivers LGA1,2025,12,62,2,0,67.4,30.0,75.4
COVID-19,Nigeria,Kaduna,Kaduna LGA2,2025,12,62,2,0,67.4,32.5,88.8
Diphtheria,Nigeria,Enugu,Enugu LGA2,2025,12,18,3,2,38.0,26.5,27.4
Diphtheria,Nigeria,Kaduna,Kaduna LGA1,2025,12,18,3,2,170.6,31.9,36.8
Diphtheria,Nigeria,Kano,Kano LGA2,2025,12,18,3,2,144.2,29.6,24.0
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2025,13,315,14,3,13.4,36.1,34.5
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2025,13,315,14,3,159.1,30.3,39.5
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2025,13,315,14,3,147.0,24.4,46.9
CSM,Nigeria,Kano,Kano LGA1,2025,13,372,30,27,14.8,31.5,71.5
CSM,Nigeria,Kano,Kano LGA1,2025,13,372,30,27,162.7,36.1,57.4
CSM,Nigeria,Lagos,Lagos LGA2,2025,13,372,30,27,37.9,33.4,75.5
Yellow Fever,Nigeria,Kano,Kano LGA1,2025,13,31,0,0,135.0,31.0,61.3
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2025,13,31,0,0,103.2,30.9,61.6
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2025,13,31,0,0,131.3,33.3,49.0
Cholera,Nigeria,Kano,Kano LGA2,2025,13,2,0,0,242.9,27.3,94.8
Cholera,Nigeria,Ogun,Ogun LGA1,2025,13,2,0,0,246.7,29.5,90.7
Cholera,Nigeria,Kano,Kano LGA1,2025,13,2,0,0,156.0,29.1,84.8
Measles,Nigeria,FCT,FCT LGA1,2025,13,218,39,0,27.8,32.3,69.2
Measles,Nigeria,FCT,FCT LGA2,2025,13,218,39,0,45.6,24.8,69.7
Measles,Nigeria,Kano,Kano LGA1,2025,13,218,39,0,97.5,32.3,87.6
Mpox,Nigeria,Enugu,Enugu LGA1,2025,13,41,3,1,65.1,28.6,82.7
Mpox,Nigeria,Kaduna,Kaduna LGA1,2025,13,41,3,1,12.1,28.0,54.2
Mpox,Nigeria,Lagos,Lagos LGA2,2025,13,41,3,1,169.6,35.0,25.6
AFP,Nigeria,Lagos,Lagos LGA2,2025,13,33,0,0,162.6,37.2,79.0
AFP,Nigeria,Ogun,Ogun LGA2,2025,13,33,0,0,140.2,25.6,34.2
AFP,Nigeria,Rivers,Rivers LGA1,2025,13,33,0,0,100.2,27.6,89.1
COVID-19,Nigeria,Rivers,Rivers LGA1,2025,13,30,0,0,104.7,26.0,68.9
COVID-19,Nigeria,Ogun,Ogun LGA2,2025,13,30,0,0,28.5,35.4,76.5
COVID-19,Nigeria,Rivers,Rivers LGA1,2025,13,30,0,0,149.2,26.1,50.6
Diphtheria,Nigeria,Enugu,Enugu LGA1,2025,13,71,33,5,26.3,34.4,59.7
Diphtheria,Nigeria,Kaduna,Kaduna LGA1,2025,13,71,33,5,125.1,29.6,84.0
Diphtheria,Nigeria,FCT,FCT LGA2,2025,13,71,33,5,110.8,26.7,89.7
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2025,9,236,29,5,100.2,34.1,75.0
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2025,9,236,29,5,93.0,33.1,35.5
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2025,9,236,29,5,52.3,36.1,56.4
CSM,Nigeria,Kaduna,Kaduna LGA1,2025,9,188,7,28,9.5,28.2,69.7
CSM,Nigeria,Rivers,Rivers LGA2,2025,9,188,7,28,170.1,25.5,68.1
CSM,Nigeria,Enugu,Enugu LGA2,2025,9,188,7,28,145.4,34.0,71.6
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2025,9,47,0,0,54.9,36.2,60.3
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2025,9,47,0,0,66.4,37.5,21.0
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2025,9,47,0,0,48.3,28.4,54.9
Cholera,Nigeria,Enugu,Enugu LGA1,2025,9,5,3,0,157.8,28.4,88.1
Cholera,Nigeria,Ogun,Ogun LGA1,2025,9,5,3,0,205.3,29.1,81.7
Cholera,Nigeria,Enugu,Enugu LGA2,2025,9,5,3,0,196.7,29.0,80.6
Measles,Nigeria,Ogun,Ogun LGA1,2025,9,436,80,0,154.5,32.0,63.8
Measles,Nigeria,FCT,FCT LGA1,2025,9,436,80,0,105.0,33.7,71.7
Measles,Nigeria,Kaduna,Kaduna LGA2,2025,9,436,80,0,62.9,24.2,70.0
Mpox,Nigeria,Enugu,Enugu LGA1,2025,9,47,13,0,111.2,30.8,85.6
Mpox,Nigeria,Lagos,Lagos LGA1,2025,9,47,13,0,88.4,31.8,22.1
Mpox,Nigeria,Kano,Kano LGA1,2025,9,47,13,0,30.3,34.5,47.7
AFP,Nigeria,Kano,Kano LGA1,2025,9,181,0,0,87.2,31.6,27.9
AFP,Nigeria,FCT,FCT LGA2,2025,9,181,0,0,40.4,36.4,72.9
AFP,Nigeria,Enugu,Enugu LGA1,2025,9,181,0,0,94.2,24.6,88.7
COVID-19,Nigeria,Oyo,Oyo LGA2,2025,9,75,3,0,105.4,34.4,22.7
COVID-19,Nigeria,Enugu,Enugu LGA2,2025,9,75,3,0,137.3,24.4,27.9
COVID-19,Nigeria,Lagos,Lagos LGA2,2025,9,75,3,0,66.5,25.0,85.2
Diphtheria,Nigeria,Kaduna,Kaduna LGA2,2025,9,98,89,8,98.2,32.9,61.5
Diphtheria,Nigeria,Oyo,Oyo LGA2,2025,9,98,89,8,71.7,30.4,77.9
Diphtheria,Nigeria,Oyo,Oyo LGA2,2025,9,98,89,8,141.4,34.3,88.1
Lassa Fever,Nigeria,FCT,FCT LGA2,2025,14,246,15,5,139.3,37.9,88.2
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2025,14,246,15,5,72.0,26.8,84.2
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2025,14,246,15,5,83.5,24.3,64.6
CSM,Nigeria,Kaduna,Kaduna LGA1,2025,14,387,32,21,159.6,28.0,38.8
CSM,Nigeria,Rivers,Rivers LGA2,2025,14,387,32,21,165.5,29.3,82.2
CSM,Nigeria,Enugu,Enugu LGA2,2025,14,387,32,21,159.7,31.3,51.2
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2025,14,54,0,0,9.6,26.3,35.4
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2025,14,54,0,0,147.9,28.7,23.2
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2025,14,54,0,0,65.5,27.7,74.1
Cholera,Nigeria,Oyo,Oyo LGA2,2025,14,50,1,1,179.7,28.9,90.4
Cholera,Nigeria,Lagos,Lagos LGA2,2025,14,50,1,1,148.8,30.8,85.6
Cholera,Nigeria,FCT,FCT LGA2,2025,14,50,1,1,141.5,29.0,87.9
Measles,Nigeria,Lagos,Lagos LGA1,2025,14,257,54,0,55.4,38.0,80.0
Measles,Nigeria,Kano,Kano LGA1,2025,14,257,54,0,173.7,28.6,27.9
Measles,Nigeria,FCT,FCT LGA1,2025,14,257,54,0,106.7,37.5,66.8
Mpox,Nigeria,Ogun,Ogun LGA2,2025,14,49,16,0,102.0,25.5,50.8
Mpox,Nigeria,Oyo,Oyo LGA2,2025,14,49,16,0,147.6,33.4,26.7
Mpox,Nigeria,Rivers,Rivers LGA1,2025,14,49,16,0,94.7,28.4,28.5
AFP,Nigeria,Enugu,Enugu LGA2,2025,14,12,0,0,7.7,33.0,48.2
AFP,Nigeria,Rivers,Rivers LGA1,2025,14,12,0,0,69.6,34.3,88.1
AFP,Nigeria,Ogun,Ogun LGA2,2025,14,12,0,0,37.4,29.4,28.8
COVID-19,Nigeria,Rivers,Rivers LGA2,2025,14,71,0,0,77.3,37.0,45.4
COVID-19,Nigeria,FCT,FCT LGA2,2025,14,71,0,0,99.2,25.0,87.5
COVID-19,Nigeria,FCT,FCT LGA2,2025,14,71,0,0,145.0,29.3,51.5
Diphtheria,Nigeria,Lagos,Lagos LGA2,2025,14,91,81,5,111.0,29.5,31.8
Diphtheria,Nigeria,Lagos,Lagos LGA2,2025,14,91,81,5,17.9,32.1,33.9
Diphtheria,Nigeria,Oyo,Oyo LGA2,2025,14,91,81,5,77.2,36.8,24.4
Lassa Fever,Nigeria,Oyo,Oyo LGA2,2025,15,231,12,1,48.1,27.5,30.8
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2025,15,231,12,1,154.1,35.4,75.0
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2025,15,231,12,1,93.6,29.0,60.7
CSM,Nigeria,Enugu,Enugu LGA2,2025,15,334,12,15,112.3,28.5,38.0
CSM,Nigeria,Rivers,Rivers LGA2,2025,15,334,12,15,72.8,29.8,58.8
CSM,Nigeria,Lagos,Lagos LGA2,2025,15,334,12,15,148.8,25.6,26.1
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2025,15,47,0,0,114.5,30.4,84.8
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2025,15,47,0,0,144.6,34.3,58.9
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2025,15,47,0,0,166.2,35.9,43.9
Cholera,Nigeria,Ogun,Ogun LGA2,2025,15,50,1,1,126.5,29.5,78.5
Cholera,Nigeria,Oyo,Oyo LGA2,2025,15,50,1,1,181.8,28.7,86.8
Cholera,Nigeria,Lagos,Lagos LGA2,2025,15,50,1,1,243.6,28.5,80.4
Measles,Nigeria,Kaduna,Kaduna LGA2,2025,15,248,65,0,30.2,31.8,42.2
Measles,Nigeria,FCT,FCT LGA2,2025,15,248,65,0,129.7,26.6,30.5
Measles,Nigeria,Lagos,Lagos LGA2,2025,15,248,65,0,120.9,24.1,69.8
Mpox,Nigeria,Oyo,Oyo LGA1,2025,15,22,6,0,94.7,34.6,69.7
Mpox,Nigeria,Lagos,Lagos LGA2,2025,15,22,6,0,22.5,24.3,51.3
Mpox,Nigeria,Enugu,Enugu LGA2,2025,15,22,6,0,31.5,26.7,43.7
AFP,Nigeria,Rivers,Rivers LGA2,2025,15,121,0,0,56.9,32.6,75.4
AFP,Nigeria,Ogun,Ogun LGA2,2025,15,121,0,0,66.4,38.0,55.8
AFP,Nigeria,FCT,FCT LGA2,2025,15,121,0,0,70.1,37.8,41.8
COVID-19,Nigeria,Kano,Kano LGA2,2025,15,45,0,0,66.9,28.7,62.7
COVID-19,Nigeria,Kaduna,Kaduna LGA2,2025,15,45,0,0,48.5,24.9,38.7
COVID-19,Nigeria,FCT,FCT LGA1,2025,15,45,0,0,138.7,28.3,69.5
Diphtheria,Nigeria,Ogun,Ogun LGA1,2025,15,73,60,1,68.9,24.2,52.9
Diphtheria,Nigeria,Kaduna,Kaduna LGA1,2025,15,73,60,1,45.5,37.3,67.8
Diphtheria,Nigeria,FCT,FCT LGA1,2025,15,73,60,1,166.4,34.6,22.2
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2025,16,258,10,3,26.5,26.2,27.3
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2025,16,258,10,3,48.0,37.7,63.4
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2025,16,258,10,3,177.7,34.7,29.1
CSM,Nigeria,Kano,Kano LGA1,2025,16,319,25,13,26.8,38.0,28.6
CSM,Nigeria,FCT,FCT LGA2,2025,16,319,25,13,11.9,33.1,50.4
